company_name,valuation,country,industry,ipo_status,data_source,estimated_ipo_score,readiness_tier
BigID,1.25,May 2018[443],Cybersecurity,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Deel,1.25,April 2021[444],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
ezCater,1.25,April 2019[445],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Iwjw,1.25,November 2015[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Marshmallow,1.25,September 2021[446],Insurance,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Rec Room,1.25,March 2021[447],Video games,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Nexii,1.23,September 2021[448],Building services engineering,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Spiber,1.22,September 2021[449],Biotechnology,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Insider,1.22,March 2022[450],AI-poweredSaaS,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Mamaearth,1.2,January 2022[451],Personal care,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Merama,1.2,December 2021[452],E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Jokr,1.2,June 2021[453],Transportation,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Ada,1.2,May 2021[454],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Alation,1.2,June 2021[455],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Apotea,1.2,April 2021[334],E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Axonius,1.2,March 2021[456],Cybersecurity,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Byton,1.2,June 2018[160],Automotive,Private Unicorn,Wikipedia,50,Developing (2-3yr)
CarDekho,1.2,October 2021[457],Marketplace,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Copado,1.2,September 2021,Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Dada,1.2,August 2018[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Dental Monitoring,1.2,October 2021[458],Healthcare,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Deutsche Health,1.2,August 2020[160],Biotech/Medical,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Droom,1.2,July 2021[459],Marketplace,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Fair,1.2,December 2018[460],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
FirstCry,1.2,February 2020[461],E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
FloQast,1.2,July 2021[462],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Forto,1.2,June 2021[463],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Glossier,1.2,March 2019[464],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Intercom,1.2,March 2018[465],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Kyriba,1.2,October 2021[466],Cloud software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
MindTickle,1.2,August 2021[467],Software as a service,Private Unicorn,Wikipedia,50,Developing (2-3yr)
MyGlamm,1.2,November 2021[468],E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Triple-1,1.2,January 2023[360],Blockchain,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Rohlik,1.2,June 2021[469],Retail,Private Unicorn,Wikipedia,55,Developing (2-3yr)
upGrad,1.2,August 2021[470],Educational technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Workhuman,1.2,June 2020[471],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Sysdig,1.18,April 2021[472],Cybersecurity,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Deputy,1.1,March 2024[473],Workforce management software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
"3DOM Alliance, Inc.",1.1,January 2023[360],Battery manufacturing,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Physics Wallah,1.1,June 2022[474],Educational technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Acko,1.1,October 2021[475],Insurance,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Apna,1.1,September 2021[476],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Carousell,1.1,September 2021[477],Marketplace,Private Unicorn,Wikipedia,50,Developing (2-3yr)
CoinDCX,1.1,August 2021[478],Cryptocurrency,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Purplle,1.1,June 2022[479],E-Commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
GlobalBees,1.1,December 2021[480],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Luoji Siwei,1.1,September 2017[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Nexthink,1.1,February 2021[481],Technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Sisense,1.1,January 2020[482],Business intelligence,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Drools,1.1,January 2023[483],Pet food,Private Unicorn,Wikipedia,50,Developing (2-3yr)
SmartNews,1.1,August 2019[484],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Substack,1.1,July 2025[485],Media and Publishing,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Trax,1.1,May 2019[486],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Virta Health,1.1,December 2020[487],Healthcare,Private Unicorn,Wikipedia,50,Developing (2-3yr)
YouniteD,1.1,December 2022[488],Financial services,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Benevity,1.1,December 2020[489],Software as a service,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zego,1.1,March 2021[490],Insurance,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Fawry,1.1,August 2020[491],Fintech,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Rivigo,1.05,October 2019[492],Logistics,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Aprogen,1.04,December 2019[347],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Substrate,1+,October 2025[493],Semiconductor,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Character.ai,1+,March 2023(2023-03)[494],Artificial Intelligence,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Pentera,1+,January 2022[495],Cybersecurity,Private Unicorn,Wikipedia,50,Developing (2-3yr)
"VectorBuilder, Inc.",1+,"July 26, 2023[497]",Biotechnology,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Emplifi,1+,March 2022[498],Technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Gymshark,1+,August 2020[499],Sportswear,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Kopi Kenangan,1+,December 2021[500],Coffee shop,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Clara,1+,December 2021[501],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
ClassDojo,1.25,July 2022[502],Education Technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
58 Daojia,1+,October 2015[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Acronis,1+,September 2019[503],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Aircall,1+,October 2021[504],Cloud,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Ajaib,1+,October 2021[505],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Amber Group,1+,June 2021[506],Cryptocurrency,Private Unicorn,Wikipedia,50,Developing (2-3yr)
AppDirect,1+,October 2015[507],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Aqua Security,1+,March 2021[508],Cloud computing,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Asia First Media,1+,September 2019[509],Media,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Assent Compliance,1+,January 2022[510],Supply chain management,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Krutrim,1+,26 January 2024[511],AI / GPT,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Beibei,1+,June 2016[160],E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Blackbuck,1+,July 2021[512],Logistics,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Bluecore,1+,August 2021[514],E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Bringg,1+,June 2021[515],Logistics,Private Unicorn,Wikipedia,50,Developing (2-3yr)
"Cadence Solutions, Inc.",1+,December 2021[516],Healthcare,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Calabrio,1+,March 2021[517],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Carro,1+,June 2021[518],Marketplace,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Carsome,1+,July 2021[519],Marketplace,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Chubao Technology,1+,May 2017[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Dt Dream,1+,June 2017[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Dunamu,1+,Jul 2021[520],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
DXY,1+,April 2018[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Earnix,1+,February 2021[521],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Ebanx,1+,October 2019[522],Financial services,Private Unicorn,Wikipedia,50,Developing (2-3yr)
EMPG,1+,June 2020[523],Real estate technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
eSentire,1+,Feb 2022[524],Cybersecurity,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Flash Express,1+,June 2021[525][526],Logistics,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Flexe,1+,July 2022[527],Logistics,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Flutterwave,1+,March 2021[528],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Fractal,1+,January 2022,Artificial intelligence,Private Unicorn,Wikipedia,50,Developing (2-3yr)
FreshBooks,1+,August 2021[529],Accounting software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Frontline Education,1+,September 2017[530],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
FXiaoKe,1+,January 2018[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Gelato,1+,August 2021[531],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
GeoComply,1+,March 2021[532],Cybersecurity,Private Unicorn,Wikipedia,50,Developing (2-3yr)
GetYourGuide,1+,May 2019[533],Travel,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Glance,1+,December 2020[534],Artificial intelligence,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Go1,1+,July 2021[535],Education,Private Unicorn,Wikipedia,50,Developing (2-3yr)
GoGoVan,1+,September 2017[536],Technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Gorillas,1+,March 2021[537],Retail,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Gousto,1+,November 2020,Meal kit,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Blinkit,1+,June 2021[538],Retail,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Grover,1+,April 2022[539],E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Grove Collaborative,1+,September 2019,,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Hailo,1+,June 2021[540],Electronics,Private Unicorn,Wikipedia,50,Developing (2-3yr)
HighRadius,1+,January 2020[541],Software as a service,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Huikedu Group,1+,May 2018[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
iCarbonX,1+,July 2016[160],Healthcare,Private Unicorn,Wikipedia,50,Developing (2-3yr)
IFood,1+,November 2018[542],Food delivery,Private Unicorn,Wikipedia,50,Developing (2-3yr)
IGAWorks,1+,Aug 2021[543],Advertising technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Improbable,1+,May 2017[544],Cloud computing,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Infobip,1+,July 2020[545],Cloud communications,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Injective,1+,April 2021[546],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
InMobi,1+,May 2017[547],Internet,Private Unicorn,Wikipedia,50,Developing (2-3yr)
InVision,1+,November 2017[548],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Ivalua,1+,May 2020[549],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Jollychic,1+,May 2018[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
JoyTunes,1+,June 2021[550],Music,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Just Salad,1+,February 2025[551],Restaurants,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Kendra Scott LLC,1+,December 2016[552],Jewelery,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Kitopi,1+,July 2021[553],Ghost kitchen,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Klook,1+,April 2019[554][555],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Lamabang,1+,February 2017[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
LetsGetChecked,1+,June 2021[556],Healthcare,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Licious,1+,October 2021[557],Retail,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Lydia,1+,August 2022[125],Finance,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Lilium GmbH,1+,June 2020[558],Transportation,Private Unicorn,Wikipedia,50,Developing (2-3yr)
LinkSure Network (WiFi Master Key),1+,January 2015[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Liquid Group,1+,April 2019[559],Cryptocurrency,Private Unicorn,Wikipedia,50,Developing (2-3yr)
LMAX Group,1+,July 2021[560],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Locus Robotics,1+,February 2021[561],Robotics,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Loft Brazil Technology,1+,January 2020[562],Real estate,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Lunar,1+,July 2021[563],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Loggi,1+,June 2019,Logistics,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Lookout,1+,August 2014[564],Cybersecurity,Private Unicorn,Wikipedia,50,Developing (2-3yr)
MadeiraMadeira,1+,January 2021[565],Furniture,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Maimai,1+,August 2018[566],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Masterworks,1+,November 2025[567],Financial Technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Matrixport,1+,August 2021[568],Cryptocurrency,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Meero,1+,June 2019[569],Internet,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Mensa Brands,1+,November 2021[570],E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Mia.com,1+,October 2016[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
MindMaze,1+,February 2016[571],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
MobiKwik,1+,October 2021[572],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
MobileCoin,1+,August 2021[573],Cryptocurrency,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Mobvoi,1+,October 2015[160],Artificial intelligence,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Mofang Apartment,1+,April 2016[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Moglix,1+,May 2021[574],E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Moka,1+,November 2021[575],Human resource management,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Morning Consult,1+,June 2021[576],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Ninja Van,1+,September 2021[577],Logistics,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Nium,1+,July 2021[578],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
NoBroker,1+,November 2021[579],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Numbrs,1+,August 2019[580],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Kredivo,1+,January 2022,Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
OCSiAl,1+,March 2019[581],Nanotechnology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Opn (Synqa),1+,May 2022[582],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
OrCam,1+,February 2018[583],Health,Private Unicorn,Wikipedia,50,Developing (2-3yr)
PandaDoc,1+,September 2021[584],Software as a service,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Pantheon Systems,1+,July 2021[585],WebOps,Private Unicorn,Wikipedia,50,Developing (2-3yr)
PatSnap,1+,March 2021[586],Intellectual property,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Perimeter 81,1,June 2022[587],Network security,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Picsart,1+,August 2021[588],Graphic design,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Pipedrive,1+,November 2020[589],Customer relationship management (CRM),Private Unicorn,Wikipedia,50,Developing (2-3yr)
Playco,1+,September 2020[590],Mobile gaming,Private Unicorn,Wikipedia,50,Developing (2-3yr)
"Printful, Inc",1+,May 2021[591],Technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Redis Labs,1+,August 2020[592],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
REEF Technology,1+,November 2020[593],Real estate technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Quizlet,1+,May 2020[594],Educational technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Revolution Precrafted,1+,October 2017[595],Architecture,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Rubicon Global,1+,September 2017[596],Waste management,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Sennder,1+,January 2021[597],Logistics,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Shift Technology,1+,May 2021[598],Artificial intelligence,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Shippo,1+,June 2021[599],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Sift,1+,April 2021[600],Fraud prevention,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Slice,1+,November 2021[601],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
SmartAsset,1+,June 2021[602],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
SmartMore,1+,June 2021[603],Artificial intelligence,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Snapdeal,1+,May 2017[5],E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Socar,1+,October 2020[604],Car sharing,Private Unicorn,Wikipedia,50,Developing (2-3yr)
SoundHound,1+,May 2018[605],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Spendesk,1+,August 2022[125],Financial software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Splashtop,1+,January 2021[606],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Staffbase,1.1,March 2022[607],Software as a service,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Swile,1+,October 2021[608],Financial services,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Synthesia,1+,June 2023[609],Artificial intelligence,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Tekion,1+,October 2020[610][611],Software as a service,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Tenstorrent,1+,May 2021[612],Semiconductors,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Tezign,1+,October 2021[613],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Tongdun Technology,1+,October 2017[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Tractable,1+,June 2021[614],Artificial intelligence,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Tresata,1+,October 2018[615],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
TrueLayer,1+,September 2021[616],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Trustly,1+,June 2020[617],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Turo,1+,July 2019[618],Car sharing,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Udacity,1+,November 2015[619],Education,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Unisound,1+,July 2018[160],Technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Vagaro,1+,November 2021[620],Software as a service,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Vedantu,1+,September 2021[621],Educational technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Blibli,1+,December 2021,E-commerce,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Verbit,1+,June 2021[622],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
VerSe Innovation,1+,December 2020[623],Technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Visier,1+,June 2021[624],Technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
volocopter,1+,March 2021[625],Transportation,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Vox Media,1+,August 2015[626],Digital media,Private Unicorn,Wikipedia,50,Developing (2-3yr)
VTS,1+,May 2019[627],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Wacai.com,1+,July 2018[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
WeLab,1+,December 2019[628],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Womai,1+,October 2015[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Xendit,1+,September 2021[629],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Xiaozhu.com,1+,November 2017[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
YH Global,1+,September 2017[160],Telecommunications,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Yidian Zixun,1+,October 2017[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Yitu Technology,1+,July 2018[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
YunQuNa,1+,May 2021[630],Logistics,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zenoti,1+,December 2020[631],Software company,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zhaogang.com,1+,July 2017[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zhuanzhuan,1+,April 2017[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zuoyebang,1+,July 2018[160],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
eFishery,1+,May 2023,Aquaculture,Private Unicorn,Wikipedia,50,Developing (2-3yr)
LINE MAN Wongnai,1+,September 2022[160],"E-commerce,Food delivery",Private Unicorn,Wikipedia,50,Developing (2-3yr)
ReliaQuest,1+,December 2021[632],Cybersecurity,Private Unicorn,Wikipedia,50,Developing (2-3yr)
DANA,1+,September 2022,Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Nagad,1+,July 2023[633][634],Mobile financial services,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Deezer,1,August 2022[125],Music,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Ecovadis,1,August 2022[125],"Environmental, social, and corporate governance",Private Unicorn,Wikipedia,50,Developing (2-3yr)
Scandit,1,February 2022[635],Software,Private Unicorn,Wikipedia,50,Developing (2-3yr)
BlueVoyant,1+,February 2022[636],Cybersecurity,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Payhawk,1+,March 2022[637],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Voi,1+,April 2022[87],,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Neo Financial,1,May 2022[638],Financial technology,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Stytch,1,November 2021[639],Cybersecurity,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Epassi,1+,December 2023[640],Employee benefits platform,Private Unicorn,Wikipedia,50,Developing (2-3yr)
HMD Global,1+,August 2020[641],Mobile Devices,Private Unicorn,Wikipedia,50,Developing (2-3yr)
IQM,1,July 2022[642],Quantum Computing,Private Unicorn,Wikipedia,55,Developing (2-3yr)
Hostaway,1,December 2024[643],Vacation rental software platform,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Papara,1,July 2023[644],Fintech,Private Unicorn,Wikipedia,50,Developing (2-3yr)
MNT-Halan,1+,February 2023[645][646],Fintech,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Uber,72,August 2018[647],May 2019[648],Private Unicorn,Wikipedia,50,Developing (2-3yr)
DiDi,62,July 2019[649],June 2021[650],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Facebook,50,January 2011,May 2012[651],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Xiaomi,45,April 2015,July 2018[652],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Alibaba,42,June 2016,September 2014[653],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Lufax,39.4,March 2019,October 2020[654],Private Unicorn,Wikipedia,50,Developing (2-3yr)
UiPath,35,February 2021[655],April 2021[656],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Airbnb,31,March 2017[657],December 2020[658],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Nubank,30.25,June 2021[659],December 2021,Private Unicorn,Wikipedia,50,Developing (2-3yr)
Meituan-Dianping,30,October 2017[160],September 2018[660],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Kuaishou,28,December 2019[661],January 2021[662],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Instacart,24,March 2022(2022-03)[14],September 2023[663],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Coreweave,23,March 2025[664],March 2025[664],Private Unicorn,Wikipedia,50,Developing (2-3yr)
J&T Express,20,October 2023,October 2023,Private Unicorn,Wikipedia,50,Developing (2-3yr)
CATL,20.0,March 2018[665],June 2018[666],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Tencent Music,18,January 2018,December 2018[667],Private Unicorn,Wikipedia,50,Developing (2-3yr)
DoorDash,16,June 2020[668],December 2020[669],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Snap Inc,19.3,May 2016[5],March 2017[670][671],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Flipkart,15.5,May 2015[672],May 2018[673],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Paytm,3.2,February 2024[674],November 2021[675],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Lyft,15.1,June 2018[676],March 2019[677],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Adyen,15.1,March 2018[5],June 2018[678],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Pinduoduo,15,April 2018[160],July 2018[679],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Grab,14,March 2019[680],December 2021[681],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Pinterest,13.0,July 2018[682],April 2019[683],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Snowflake,12.4,Feb 2020[684],Dec 2020[684],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Robinhood,11.7,September 2020[685],July 2021[686],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Dropbox,10,January 2014[689],March 2018[690],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Squarespace,10,March 2021[691],May 2021[692],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Gojek,10,April 2019[693],May 2021[694],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Zynga,9.1,February 2011,December 2011[695],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Coupang,9,November 2018[696],March 2021[697],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Spotify,8.53,March 2016[5],April 2018[698],Private Unicorn,Wikipedia,50,Developing (2-3yr)
Skype,8.5,May 2011,September 2015[699],Private Unicorn,Wikipedia,50,Developing (2-3yr)
